E:\DATA\IMG\center_2019_07_26_21_10_47_146.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_146.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_146.jpg, 0, 0, 0, 7.870919E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_246.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_246.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_246.jpg, 0, 0, 0, 7.80002E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_349.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_349.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_349.jpg, 0, 0, 0, 7.817462E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_449.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_449.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_449.jpg, 0, 0, 0, 7.842433E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_552.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_552.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_552.jpg, 0, 0, 0, 8.033868E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_653.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_653.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_653.jpg, 0, 0, 0, 7.857933E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_757.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_757.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_757.jpg, 0, 0, 0, 8.000727E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_858.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_858.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_858.jpg, 0, 0, 0, 7.840781E-05
E:\DATA\IMG\center_2019_07_26_21_10_47_960.jpg, E:\DATA\IMG\left_2019_07_26_21_10_47_960.jpg, E:\DATA\IMG\right_2019_07_26_21_10_47_960.jpg, 0, 0, 0, 7.919085E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_061.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_061.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_061.jpg, 0, 0, 0, 8.383265E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_163.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_163.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_163.jpg, 0, 0, 0, 7.798724E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_265.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_265.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_265.jpg, 0, 0, 0, 8.049948E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_364.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_364.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_364.jpg, 0, 0, 0, 7.833893E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_466.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_466.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_466.jpg, 0, 0, 0, 7.785987E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_566.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_566.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_566.jpg, 0, 0, 0, 7.822604E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_669.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_669.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_669.jpg, 0, 0, 0, 8.10659E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_769.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_769.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_769.jpg, 0, 0, 0, 7.876154E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_872.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_872.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_872.jpg, 0, 0, 0, 7.955599E-05
E:\DATA\IMG\center_2019_07_26_21_10_48_973.jpg, E:\DATA\IMG\left_2019_07_26_21_10_48_973.jpg, E:\DATA\IMG\right_2019_07_26_21_10_48_973.jpg, 0, 0, 0, 8.023857E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_077.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_077.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_077.jpg, 0, 0, 0, 7.885549E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_179.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_179.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_179.jpg, 0, 0, 0, 7.80374E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_280.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_280.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_280.jpg, 0, 0, 0, 8.060293E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_381.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_381.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_381.jpg, 0, 0, 0, 7.80936E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_481.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_481.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_481.jpg, 0, 0, 0, 7.784856E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_584.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_584.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_584.jpg, 0, 0, 0, 8.027026E-05
E:\DATA\IMG\center_2019_07_26_21_10_49_685.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_685.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_685.jpg, 0, 0.1134148, 0, 0.03553452
E:\DATA\IMG\center_2019_07_26_21_10_49_789.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_789.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_789.jpg, 0, 0.410111, 0, 0.3880181
E:\DATA\IMG\center_2019_07_26_21_10_49_891.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_891.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_891.jpg, 0, 0.7171706, 0, 1.033056
E:\DATA\IMG\center_2019_07_26_21_10_49_996.jpg, E:\DATA\IMG\left_2019_07_26_21_10_49_996.jpg, E:\DATA\IMG\right_2019_07_26_21_10_49_996.jpg, 0, 1, 0, 2.323386
E:\DATA\IMG\center_2019_07_26_21_10_50_100.jpg, E:\DATA\IMG\left_2019_07_26_21_10_50_100.jpg, E:\DATA\IMG\right_2019_07_26_21_10_50_100.jpg, 0, 1, 0, 3.491234
E:\DATA\IMG\center_2019_07_26_21_10_50_202.jpg, E:\DATA\IMG\left_2019_07_26_21_10_50_202.jpg, E:\DATA\IMG\right_2019_07_26_21_10_50_202.jpg, -0.2981313, 1, 0, 4.649287
E:\DATA\IMG\center_2019_07_26_21_10_50_306.jpg, E:\DATA\IMG\left_2019_07_26_21_10_50_306.jpg, E:\DATA\IMG\right_2019_07_26_21_10_50_306.jpg, -0.5971767, 1, 0, 5.7634
